Name Country Purpose Altitude Period Mass Year Lifetime
"USA 132" "USA" "Navigation/Global Positioning" 20247 718.09 2217 1997 10
"USA 145" "USA" "Navigation/Global Positioning" 20268 717.97 2217 1999 10
"USA 150" "USA" "Navigation/Global Positioning" 20234 718.03 2217 2000 10
"USA 151" "USA" "Navigation/Global Positioning" 20427 722.98 2217 2000 10
"USA 154" "USA" "Navigation/Global Positioning" 20498 724.28 2217 2000 10
"USA 156" "USA" "Navigation/Global Positioning" 20266 718.09 2217 2001 10
"USA 166" "USA" "Navigation/Global Positioning" 20344 720.71 2217 2003 10
"USA 168" "USA" "Navigation/Global Positioning" 20433 720.65 2217 2003 10
"USA 183" "USA" "Navigation/Global Positioning" 20221 717.95 2217 2005 10
"USA 190" "USA" "Navigation/Global Positioning" 20342 717.93 2060 2006 10
"USA 192" "USA" "Navigation/Global Positioning" 20366 722.19 2060 2006 10
"USA 196" "USA" "Navigation/Global Positioning" 20213 717.93 2217 2007 10
"USA 199" "USA" "Navigation/Global Positioning" 20311 719.92 2060 2007 10
"USA 201" "USA" "Navigation/Global Positioning" 20152 716.4 2217 2008 10
"USA 206" "USA" "Navigation/Global Positioning" 20209 718.07 2059 2009 10
"NigComSat-1R" "China" "Communications" 35795 1436.1 5150 2011 15
"NigeriaSat-2" "Nigeria" "Earth Observation" 705 98.7 300 2011 7
"Nilesat 102" "NR" "Communications" 35808 1436.08 1825 2000 15
"Nilesat 201" "NR" "Communications" 35813 1436.23 3200 2010 15
"Nimiq 2" "Canada" "Communications" 35793 1436.08 3600 2002 12
"Nimiq 4" "Canada" "Communications" 35794 1436.1 4850 2008 15
"Nimiq 5" "NR" "Communications" 35700 1436.1 4745 2009 15
"Nimiq 6" "NR" "Communications" 35809 1436.09 4745 2012 15
"NIUSat" "India" "Technology Development" 517 94.5 15 2017 2
"NOAA-15" "USA" "Earth Observation" 816 101 2223 1998 3
"NOAA-18" "USA" "Earth Observation" 864 102 2223 2005 3
"NOAA-19" "USA" "Earth Observation" 864 102 1420 2009 3
"NOAA-20" "NR (3/18)" "Earth Observation" 819 101.2 2294 2017 7
"NovaSAR-1" "NR (11/18)" "Earth Observation" 600 96 430 2018 7
"NSS-10" "USA" "Communications" 35795 1436.1 5396 2005 16
"NSS-11" "USA" "Communications" 35798 1436.15 3582 2000 15
"NSS-5" "NR" "Communications" 35796 1436.08 3412 1997 14
"NSS-7" "NR" "Communications" 35798 1436.12 4500 2002 14
"NSS-806" "NR" "Communications" 35794 1436.11 3720 1998 12
"NSS-9" "United Kingdom" "Communications" 35792 1436.17 2238 2009 15
"N-Star C" "Japan" "Communications" 35799 1436.08 1625 2002 15
"NuSTAR" "USA" "Space Science" 632 97.2 360 2012 2
"USA 219" "USA" "Space Science" 654 97.48 6 2010 0.5
"OCO 2" "USA" "Earth Observation" 704 98.83 454 2014 2
"Odin" "Sweden" "Earth Observation" 573 96.1 250 2001 2
"Ofeq 10" "NR" "Earth Observation" 601 94.47 300 2014 5
"Ofeq 11" "NR" "Earth Observation" 608 94.4 300 2016 5
"Ofeq 5" "NR" "Earth Observation" 764 95.97 300 2002 4
"Ofeq 7" "NR" "Earth Observation" 576 93.75 300 2007 5
"Ofeq 9" "NR" "Earth Observation" 589 93.91 300 2010 5
"Optus 10" "Australia" "Communications" 35802 1436.11 3270 2014 15
"Optus and Defence C1" "Australia" "Communications" 35799 1436.08 4800 2003 15
"Optus D1" "Australia" "Communications" 35797 1436.08 2300 2006 15
"Optus D2" "Australia" "Communications" 35799 1436.1 2400 2007 15
"Optus D3" "Australia" "Communications" 35795 1436.04 2501 2009 15
"ORBCOMM FM-10" "USA" "Communications" 776 100.3 45 1997 5
"ORBCOMM FM-11" "USA" "Communications" 777 100.3 45 1997 5
"ORBCOMM FM-12" "USA" "Communications" 776 100.3 45 1997 5
"ORBCOMM FM-13" "USA" "Communications" 795 100.7 45 1998 5
"ORBCOMM FM-14" "USA" "Communications" 794 100.7 45 1998 5
"ORBCOMM FM-15" "USA" "Communications" 795 100.7 45 1998 5
"ORBCOMM FM-16" "USA" "Communications" 794 100.7 45 1998 5
"ORBCOMM FM-18" "USA" "Communications" 796 100.7 45 1998 5
"ORBCOMM FM-19" "USA" "Communications" 795 100.7 45 1998 5
"ORBCOMM FM-20" "USA" "Communications" 792 100.7 45 1998 5
"ORBCOMM FM-21" "USA" "Communications" 822 101.21 45 1998 5
"ORBCOMM FM-23" "USA" "Communications" 794 100.7 45 1998 5
"ORBCOMM FM-27" "USA" "Communications" 792 100.7 45 1998 5
"ORBCOMM FM-30" "USA" "Communications" 796 100.7 45 1999 5
"ORBCOMM FM-31" "USA" "Communications" 795 100.7 45 1999 5
"ORBCOMM FM-32" "USA" "Communications" 796 100.7 45 1999 5
"ORBCOMM FM-34" "USA" "Communications" 796 100.7 45 1999 5
"ORBCOMM FM-35" "USA" "Communications" 795 100.7 45 1999 5
"ORBCOMM FM-36" "USA" "Communications" 795 100.7 45 1999 5
"ORBCOMM FM-4" "USA" "Communications" 838 100.9 45 1998 5
"ORBCOMM FM-5" "USA" "Communications" 774 100.3 45 1997 5
"ORBCOMM FM-6" "USA" "Communications" 774 100.3 45 1997 5
"ORBCOMM FM-7" "USA" "Communications" 774 100.3 45 1997 5
"ORBCOMM FM-8" "USA" "Communications" 778 100.3 45 1997 5
"ORBCOMM FM-9" "USA" "Communications" 777 100.3 45 1997 5
"ORBCOMM FM-103" "USA" "Communications" 741 98.36 172 2014 5
"ORBCOMM FM-107" "USA" "Communications" 739 98.34 172 2014 5
"ORBCOMM FM-108" "NR (12/16)" "Communications" 657 97.42 172 2015 5
"ORBCOMM FM-109" "USA" "Communications" 739 98.34 172 2014 5
"ORBCOMM FM-110" "NR (12/16)" "Communications" 658 97.44 172 2015 5
"ORBCOMM FM-112" "NR (12/16)" "Communications" 657 97.43 172 2015 5
"ORBCOMM FM-113" "NR (12/16)" "Communications" 656 97.41 172 2015 5
"ORBCOMM FM-114" "NR (12/16)" "Communications" 658 97.43 172 2015 5
"ORBCOMM FM-115" "NR (12/16)" "Communications" 655 97.39 172 2015 5
"ORBCOMM FM-116" "NR (12/16)" "Communications" 654 97.4 172 2015 5
"ORBCOMM FM-117" "NR (12/16)" "Communications" 656 97.42 172 2015 5
"ORBCOMM FM-118" "NR (12/16)" "Communications" 658 97.44 172 2015 5
"ORS-5" "NR (10/17)" "Technology Demonstration" 604 96.7 140 2017 3
"Paksat-1R" "Pakistan" "Communications" 35800 1436.1 5120 2011 15
"PakTES-1a" "NR (10/18)" "Earth Observation" 628 96.9 285 2018 3
"Palapa D1" "China" "Communications" 35792 1436.09 4100 2009 15
"Cosmos 2407" "Russia" "Communications" 1008 104.7 825 2004 3
"Cosmos 2414" "Russia" "Communications" 968 103.8 825 2005 3
"Cosmos 2463" "Russia" "Communications" 1022 105 820 2010 3
"Prototype Communications SATellite (PCSat)" "USA" "Communications/Technology Development" 796 100.7 10 2001 5
"PEASSS" "NR (9/17)" "Technology Development" 504 94.6 10 2017 1
"Cosmos 2486" "Russia" "Earth Observation" 733 99.2 7000 2013 5
"Cosmos 2506" "Russia" "Earth Observation" 725 99 7000 2015 5
"PeruSat-1" "Peru" "Earth Observation" 705 98.7 430 2016 10
"Pléiades HR1A " "France" "Earth Observation" 699 98.7 1000 2011 5
"Pléiades HR1B " "France" "Earth Observation" 691 98.45 970 2012 5
"Proba 1" "ESA" "Technology Demonstration" 676 96.98 100 2001 2
"Proba 2" "ESA" "Technology Demonstration" 728 99.2 130 2009 2
"Proba 5" "ESA" "Earth Observation" 820 101.21 140 2013 2.5
"Prometheus 2.1" "USA" "Technology Development" 586 96.27 1 2016 4
"Prometheus 2.2" "USA" "Technology Development" 585 96.28 1 2016 4
"Prometheus 2.3" "NR (10/17)" "Technology Development" 601 94.5 1 2017 2
"Prometheus 2.4" "NR (10/17)" "Technology Development" 603 94.5 1 2017 2
"PRSS-1" "NR (10/18)" "Earth Observation" 624 96.8 1200 2018 7
"QSS" "China" "Space Science" 509 95.1 700 2016 2
"QueztSat-1" "United Kingdom" "Communications" 35798 1436.09 5514 2011 15
"QZS-1" "Japan" "Navigation/Regional Positioning" 38950 1436 4000 2010 15
"QZS-3" "NR (10/17)" "Navigation/Regional Positioning" 35802 1436.1 4000 2017 15
"QZS-4" "NR (3/18)" "Navigation/Regional Positioning" 38943 1435.9 4000 2017 15
"Radarsat-2" "Canada" "Earth Observation" 793 100.7 2924 2007 7
"Cosmos 2450" "Russia" "Communications" 35949 1435.79 2400 2009 5
"Raduga 1-M2" "Russia" "Communications" 35788 1436.06 2500 2010 5
"Raduga 1-M3" "Russia" "Communications" 35797 1436.13 2400 2013 5
"RapidEye-1" "Germany" "Earth Observation" 646 97.3 175 2008 7
"RapidEye-2" "Germany" "Earth Observation" 638 97.3 175 2008 7
"RapidEye-3" "Germany" "Earth Observation" 637 97.3 175 2008 7
"RapidEye-4" "Germany" "Earth Observation" 638 97.3 175 2008 7
"RapidEye-5" "Germany" "Earth Observation" 642 97.3 175 2008 7
"RASAT" "Turkey" "Earth Observation" 697 98.4 113 2011 3
"Rascom-QAF 1R" "NR" "Communications" 35787 1436.1 3050 2010 15
"RAVAN" "NR" "Technology Development" 583 96.2 5 2016 0.5
"Resourcesat 2" "India" "Earth Observation" 823 101.3 1206 2011 5
"Resourcesat-2A" "NR (1/17)" "Earth Observation" 831 101.3 1235 2016 5
"Resurs-P1" "Russia" "Earth Observation" 472 93.9 5900 2013 3
"Resurs-P2" "Russia" "Earth Observation/Communications/Space Science" 472 93.93 5900 2014 3
"Resurs-P3" "Russia" "Earth Observation" 472 94.01 5900 2016 5
"Cosmos 2437" "Russia" "Communications" 1511 115.9 280 2008 5
"Cosmos 2438" "Russia" "Communications" 1509 115.8 280 2008 5
"Cosmos 2439" "Russia" "Communications" 1510 115.8 280 2008 5
"Cosmos 2451" "Russia" "Communications" 1509 116 280 2009 5
"Cosmos 2453" "Russia" "Communications" 1506 116 280 2009 5
"Cosmos 2467" "Russia" "Communications" 1496 115.9 225 2010 3
"Cosmos 2468" "Russia" "Communications" 1505 115.9 225 2010 3
"Cosmos 2481" "Russia" "Communications" 1512 115.9 280 2012 5
"Cosmos 2482" "Russia" "Communications" 1516 115.86 250 2013 5
"Cosmos 2483" "Russia" "Communications" 1516 115.86 250 2013 5
"Cosmos 2484" "Russia" "Communications" 1514 115.86 250 2013 5
"Cosmos 2488" "Russia" "Communications" 1509 115.9 280 2013 5
"Cosmos 2489" "Russia" "Communications" 1507 115.8 280 2013 5
"Cosmos 2490" "Russia" "Communications" 1511 115.8 280 2013 5
"Cosmos 2496" "Russia" "Communications" 1511 115.88 280 2014 5
"Cosmos 2497" "Russia" "Communications" 1510 115.85 280 2014 5
"Cosmos 2498" "Russia" "Communications" 1509 115.82 280 2014 5
"Cosmos 2507" "Russia" "Communications" 1506 116.01 280 2015 5
"Cosmos 2508" "Russia" "Communications" 1504 115.99 280 2015 5
"Cosmos 2509" "Russia" "Communications" 1508 116.04 280 2015 5
"Cosmos 2530" "NR (11/18)" "Communications" 1508 116.04 280 2018 5
"Cosmos 2531" "NR (11/18)" "Communications" 1508 116.04 280 2018 5
"Cosmos 2532" "NR (11/18)" "Communications" 1508 116.04 280 2018 5
"Rumba" "ESA" "Space Science" 120715 3431.1 1200 2000 4
"Salsa" "ESA" "Space Science" 110256 3418 1200 2000 4
"Samba" "ESA" "Space Science" 110791 3430.28 1200 2000 4
"SAOCOM-1A" "NR (11/18)" "Earth Observation" 633 97.2 1650 2018 5
"Sapphire" "Canada" "Space Observation" 787 100.4 148 2013 5
"SARAL" "NR" "Earth Observation" 785 100.53 407 2013 5
"SAR-Lupe 1" "Germany" "Earth Observation" 505 94.3 770 2006 10
"SAR-Lupe 2" "Germany" "Earth Observation" 503 94.34 770 2007 10
"SAR-Lupe 3" "Germany" "Earth Observation" 496 94.3 770 2007 10
"SAR-Lupe 4" "Germany" "Earth Observation" 486 94.4 770 2008 10
"SAR-Lupe 5" "Germany" "Earth Observation" 502 94.37 770 2008 10
"USA 230" "USA" "Earth Observation" 35795 1436.11 4500 2011 12
"USA 241" "USA" "Earth Observation" 35790 1436.11 4500 2013 12
"USA 273" "USA" "Earth Observation" 35785 1436.11 4500 2017 12
"USA 282" "NR (5/18)" "Earth Observation" 35815 1436.1 4500 2018 12
"ScatSat-1" "NR (12/16)" "Earth Observation" 731 99.3 371 2016 5
"SCD-1" "Brazil" "Earth Observation" 776 99.7 110 1993 3
"SCD-2" "NR" "Earth Observation" 760 99.8 110 1998 3
"SDO" "USA" "Space Science" 35791 1436.03 3100 2010 5
"SDS-4" "Japan" "Technology Development" 673 98.1 50 2012 2
"Sentinel 3B" "NR  (5/18)" "Earth Observation" 815 101.1 2300 2018 7
"Sentinel 1A" "ESA" "Earth Observation" 693 98.61 2300 2014 7
"Sentinel 1B" "NR (12/16)" "Earth Observation" 697 98.7 2300 2016 7
"Sentinel 2A" "NR" "Earth Observation" 788 100.62 1130 2015 7
"Sentinel 2B" "NR (9/17)" "Earth Observation" 779 100.4 1130 2017 7
"Sentinel 3A" "NR (12/16)" "Earth Observation" 804 100.9 2300 2016 7
"Sentinel 5P" "NR (3/18)" "Earth Observation" 819 101.2 820 2017 7
"SES-10" "NR (9/17)" "Communications" 35799 1436.1 5271 2017 15
"SES-11/EchoStar 105" "NR (3/18)" "Communications" 35801 1436 5200 2017 15
"SES-12" "NR (10/18)" "Communications" 35785 1436 5300 2018 15
"SES-14" "NR (5/18)" "Communications" 35785 1436 4423 2018 15
"SES-2" "USA" "Communications" 35798 1436.19 3200 2011 18
"SES-3" "NR" "Communications" 35852 1439.41 3112 2011 15
"SES-5" "United Kingdom" "Communications" 35791 1436.12 6007 2012 15
"SES-6" "NR" "Communications" 35816 1436.09 6140 2013 15
"SES-7" "NR" "Communications" 35790 1436.1 4007 2009 15
"SES-8" "NR" "Communications" 35795 1436.07 3138 2013 15
"SES-9" "NR (12/16)" "Communications" 35791 1436.2 5271 2016 15
"SGDC" "NR (9/17)" "Communications" 35798 1436.11 5735 2017 18
"SGSat" "NR (10/17)" "Technology Development" 404 92.6 2 2017 0.25
"SHARC" "NR (10/17)" "Technology Demonstration" 406 92.6 10 2017 0.5
"Sicral 1A" "Italy" "Communications" 35802 1436.06 2596 2001 12
"Sicral 1B" "Italy" "Communications" 35802 1436.52 3038 2009 12
"Sicral 2/Syracuse 3C" "NR" "Communications" 35800 1436 4400 2015 15
"Sinah-1" "NR" "Communications" 703 98.6 170 2005 3
"Sinosat-6" "China" "Communications" 35796 1436.1 5000 2010 15
"Sirius-1 (SD Radio 1)" "USA" "Communications" 47100 1418.5 3727 2000 15
"Sirius 2 (SD Radio 2)" "USA" "Communications" 47048 1148.43 3792 2000 15
"Sirius 3 (SD Radio 3)" "USA" "Communications" 47086 994.83 3727 2000 15
"Sirius 4" "Sweden" "Communications" 35795 1436.1 4400 2007 15
"Sirius FM-5" "USA" "Communications" 35798 1436 5800 2009 15
"Sirius FM-6" "USA" "Communications" 35791 1436.16 6020 2013 15
"Sirius XM-5" "USA" "Communications" 35795 1436.12 5983 2010 15
"Sky Mexico-1" "NR" "Communications" 35800 1436 3180 2015 18
"Sky Muster 1" "NR" "Communications" 35777 1434.76 6440 2015 15
"Sky Muster 2" "NR (12/16)" "Communications" 35798 1436.1 6405 2016 15
"SkyBrasil-1 (Intelsat 32E)" "NR (9/17)" "Communications" 35787 1436 6000 2017 15
"Skynet 4C" "United Kingdom" "Communications" 35797 1436.07 1474 1990 7
"Skynet 4E" "United Kingdom" "Communications" 35797 1436.06 1510 1999 7
"Skynet 4F" "United Kingdom" "Communications" 35801 1436.15 1510 2001 7
"Skynet 5A" "United Kingdom" "Communications" 35802 1436.1 4700 2007 15
"Skynet 5B" "United Kingdom" "Communications" 35803 1436.1 4635 2007 15
"Skynet 5D" "United Kingdom" "Communications" 35793 1436.24 4638 2012 15
"SkyTerra 1" "USA" "Communications" 35791 1436.09 5360 2010 15
"SLATS" "NR (5/18)" "Technology Development" 627 95.5 800 2017 2
"SMOS" "ESA" "Earth Observation" 760 100 658 2009 3
"S-Net-1" "NR (5/18)" "Technology Development" 588 96.2 9 2018 1
"S-Net-2" "NR (5/18)" "Technology Development" 588 96.2 9 2018 1
"S-Net-3" "NR (5/18)" "Technology Development" 588 96.2 9 2018 1
"S-Net-4" "NR (5/18)" "Technology Development" 588 96.2 9 2018 1
"SOlar Radiation and Climate Experiment (SORCE)" "USA" "Space Science" 633 97 315 2003 6
"South Asia Satellite" "NR (9/17)" "Communications" 35798 1436.11 2230 2017 12
"Spacecube" "NR (10/17)" "Technology Development" 403 92.6 4 2017 0.5
"Spaceway 3" "USA" "Communications" 35787 1436.1 6100 2007 12
"Spaceway F1" "USA" "Communications" 35787 1436.1 5993 2005 12.5
"Spaceway F2" "USA" "Communications" 35787 1436.1 5993 2005 12.5
"Spektr-R/RadioAstron" "Russia" "Space Science" 330000 11520 3660 2011 5
"Spot 6" "France" "Earth Observation" 699 98.73 720 2012 10
"Spot 7" "France" "Earth Observation" 660 97.77 714 2014 10
"SRMSat" "India" "Technology Development" 868 102.1 11 2011 1
"ST-2" "NR" "Communications" 35791 1436.12 5090 2011 15
"Star 1 C1" "Brazil" "Communications" 35778 1436 4100 2007 15
"Star 1 C3" "Brazil" "Communications" 35848 1437.78 3225 2012 15
"Star 1 C4" "Brazil" "Communications" 35801 1436.1 5634 2015 15
"Star 1 D1" "NR (1/17)" "Communications" 35777 1434.7 6433 2016 15
"StarLink Demo 1" "NR (5/18)" "Communications" 516 94.7 20 2018 2
"StarLink Demo 2" "NR (5/18)" "Communications" 515 94.7 20 2018 2
"USA 217" "USA" "Technology Development" 650 97.73 180 2010 1
"STPSat-3" "USA" "Technology Development" 507 94.66 137 2013 3
"Cosmos 2385" "Russia" "Communications" 1425 114.2 225 2001 3
"Cosmos 2386" "Russia" "Communications" 1419 114.2 225 2001 3
"Cosmos 2390" "Russia" "Communications" 1506 115.7 225 2002 3
"Cosmos 2391" "Russia" "Communications" 1506 115.7 225 2002 3
"Cosmos 2400" "Russia" "Communications" 1503 115.7 225 2003 3
"Cosmos 2401" "Russia" "Communications" 1502 115.6 225 2003 3
"Cosmos 2408" "Russia" "Communications" 1495 115.5 225 2004 3
"Cosmos 2409" "Russia" "Communications" 1495 115.6 225 2004 3
"STSat-2C" "South Korea" "Technology Development" 1482 102.77 93 2013 2
"USA 208" "USA" "Technology Development" 1352 112.68 2240 2009 4
"USA 209" "USA" "Technology Development" 1351 112.58 2240 2009 4
"Superbird 7" "Japan" "Communications" 35794 1436.1 5000 2008 15
"Superbird-B2" "Japan" "Communications" 35793 1436.09 4051 2000 10
"Superview 1-01" "NR (1/17)" "Earth Observation" 525 93.3 560 2016 8
"Superview 1-02" "NR (1/17)" "Earth Observation" 548 93.4 560 2016 8
"Superview 1-03" "NR (5/18)" "Earth Observation" 535 95.1 560 2018 8
"Superview 1-04" "NR (5/18)" "Earth Observation" 534 95 560 2018 8
"SWARM-A" "ESA" "Earth Observation" 476 93.9 468 2013 4
"SWARM-B" "ESA" "Earth Observation" 476 93.9 468 2013 4
"SWARM-C" "ESA" "Earth Observation" 496 94 468 2013 4
"Swift" "USA" "Space Science" 590 96.3 1463 2004 7
"SwissCube" "NR" "Technology Development" 720 99.1 1 2009 1
"Syracuse 3A" "France" "Communications" 35792 1436.06 3725 2005 12
"Syracuse 3B" "France" "Communications" 35801 1436.09 3750 2006 12
"TanDEM-X" "Germany" "Earth Observation" 510 94.8 1350 2010 5
"Tango" "ESA" "Space Science" 120961 3442 1200 2000 4
"TanSat" "NR (1/17)" "Earth Observation" 718 98.86 620 2016 3
"TDRS-10" "USA" "Communications" 35802 1436.04 3180 2002 11
"TDRS-11" "USA" "Communications" 35844 1436.18 3454 2013 15
"TDRS-12" "USA" "Communications" 35785 1435.88 3454 2014 15
"TDRS-13" "NR (10/17)" "Communications" 35813 1436 3452 2017 15
"TDRS-3" "USA" "Communications" 35878 1436.06 3180 1988 10
"TDRS-5" "USA" "Communications" 35796 1436.99 3180 1991 10
"TDRS-6" "USA" "Communications" 35787 1435.7 3180 1993 10
"TDRS-7" "USA" "Communications" 35803 1436.04 3180 1995 10
"TDRS-8" "USA" "Communications" 35808 1436.2 3180 2000 11
"TDRS-9" "USA" "Communications" 35809 1436.11 3180 2002 11
"Technosat" "NR (10/17)" "Technology Demonstration" 605 96.6 18 2017 2
"TeLEOS 1" "NR" "Earth Observation" 550 95.5 400 2015 5
"Telkom 2" "Indonesia" "Communications" 35793 1436.1 1930 2005 15
"Telkom 3S" "NR (9/17)" "Communications" 35795 1436.1 3550 2017 18
"Telstar 11N" "NR" "Communications" 35801 1436.13 4010 2009 15
"Telstar 12" "USA" "Communications" 35799 1436.09 3878 1999 13
"Telstar 12V" "NR" "Communications" 35727 1436.1 4900 2015 15
"Telstar 14R" "Brazil" "Communications" 35791 1436.1 4970 2011 15
"Telstar 18" "NR" "Communications" 35795 1436.1 4640 2004 13
"Telstar 18 Vantage" "NR (11/18)" "Communications" 35795 1436.09 7060 2018 15
"Telstar 19 Vantage" "NR (10/18)" "Communications" 35792 1436.1 7075 2018 15
"TEMPEST-D" "NR (11/18)" "Space Science" 407 92.6 10 2018 1
"Ten-Koh" "NR (11/18)" "Space Science" 613 96.7 23 2018 1
"TerraSAR X 1" "Germany" "Earth Observation" 509 94.8 1230 2007 5
"TerraStar 1" "USA" "Communications" 35791 1436.11 6910 2009 15
"TESS" "NR (5/18)" "Space Science" 268488 8758 362 2018 20
"TET-1" "Germany" "Technology Development" 505 94.7 120 2012 1
"Thaicom-4" "NR" "Communications" 35798 1436.1 6505 2005 12
"Thaicom-5" "NR" "Communications" 35796 1436.1 2800 2006 12
"Thaicom-6" "NR" "Communications" 35796 1436.3 3325 2014 15
"Thaicom-8" "NR (12/16)" "Communications" 35890 1440.09 3025 2016 15
"THEMIS A" "USA" "Space Science" 87304 1868.98 126 2007 2
"THEMIS D" "USA" "Space Science" 87260 1867.91 126 2007 2
"THEMIS E" "USA" "Space Science" 87526 1875.53 126 2007 2
"Theos" "Thailand" "Earth Observation" 826 101.4 750 2008 5
"Thor-3" "Norway" "Communications" 35795 1436.07 1400 1998 12
"Thor-5 " "Norway" "Communications" 35798 1436.1 2024 2008 15
"Thor-6" "Norway" "Communications" 35794 1436.1 3050 2009 15
"Thor-7" "Norway" "Communications" 35741 1433.4 4600 2015 15
"Thuraya 2" "United Arab Emirates" "Communications" 35807 1436.07 5250 2003 12
"Thuraya 3" "United Arab Emirates" "Communications" 35807 1436.1 5180 2008 12
"TIMED" "USA" "Space Science" 613 97 587 2001 2
"Turkmen Alem 52E/MonacoSAT" "NR" "Communications" 35784 1432.69 4700 2015 15
"Turksat 4A" "NR" "Communications" 35797 1436.08 4869 2014 15
"Turksat 4B" "NR" "Communications" 35805 1436.57 5000 2015 15
"UCLSat" "NR (10/17)" "Technology Development/Educational" 513 94.7 3 2017 2
"USA 146" "USA" "Communications" 35834 1436.1 3200 1999 4
"USA 174" "USA" "Communications" 35787 1436.1 3200 2003 4
"USA 108" "USA" "Communications" 35775 1435.22 3200 1995 4
"USA 114" "USA" "Communications" 35829 1436.12 3200 1995 4
"USA 127" "USA" "Communications" 35835 1436.11 3200 1996 4
"USA 138" "USA" "Communications" 35794 1435.94 3206 1998 4
"UiTMSAT-1" "NR (11/18)" "Earth Observation" 408 92.6 1 2018 2
"UK-DMC-2" "United Kingdom" "Earth Observation" 662 98 97 2009 5
"Venµs" "NR (10/17)" "Earth Observation" 724 99.2 264 2017 4.5
"VeneSat 1" "Venezuela/China" "Communications" 35796 1436.1 5100 2008 15
"ViaSat-1" "USA" "Communications" 35796 1436.09 6740 2011 15
"ViaSat-2" "NR (10/17)" "Communications" 36 1436.1 6418 2017 14
"Vinasat 1" "NR" "Communications" 35791 1436.1 2600 2008 15
"Vinasat 2" "NR" "Communications" 35776 1434.69 2970 2012 15
"VNREDSat 1A" "NR" "Earth Observation" 685 98.43 115 2013 5
"VRSS-1" "Venezuela" "Earth Observation" 654 97.48 880 2012 5
"VRSS-2" "NR (3/18)" "Earth Observation" 654 97.55 1000 2017 5
"WildBlue 1" "USA" "Communications" 35796 1436.1 4735 2006 12
"WNISat-1" "Japan" "Earth Observation" 849 99.2 10 2013 2
"Worldview 1" "USA" "Earth Observation" 494 94.5 4500 2007 7.25
"Worldview 3" "USA" "Earth Observation" 614 96.96 2800 2014 12
"Worldview 4" "NR (12/16)" "Earth Observation" 620 96.9 2485 2016 10
"XM 3" "USA" "Communications" 35790 1436.1 4703 2005 15
"XM 4" "USA" "Communications" 35787 1436.09 5193 2006 15
"XMM Newton" "ESA" "Space Science" 114027 2872.15 3764 1999 10
"X-Sat" "NR" "Earth Observation" 823 101.1 91 2011 3
"XTAR-EUR" "USA" "Communications" 35792 1436.06 3631 2005 15
"Yahsat-1A" "United Arab Emirates" "Communications" 35823 1435.92 5953 2011 15
"Yamal-202" "Russia" "Communications" 35796 1436.06 1320 2003 12
"Yamal-401" "Russia" "Communications" 35822 1436.33 2976 2014 15
"Yamal-402" "Russia" "Communications" 35789 1436.11 4463 2012 11
"Youthsat" "India" "Space Science" 824 101.2 92 2011 2
"Zhangheng 1" "NR (5/18)" "Earth Science" 509 94.5 730 2018 5
"Zhongxing 10" "China" "Communications" 35797 1436.05 5000 2011 15
"Ziyuan 3" "China" "Earth Observation" 504 94.7 2650 2012 4
"Ziyuan 3-2" "NR (12/16)" "Earth Observation" 500 94.49 2630 2016 4
