Name,Mass,Radius,Orbit,Smass,Distance,Habitable,Method,Year,
Kepler-27 c,23.78,4.93,0.19,0.65,,0,Primary Transit,2012,
Kepler-28 b,9.13,3.58,0.06,0.75,,0,Primary Transit,2012,
Kepler-28 c,7.49,3.36,0.08,0.75,,0,Primary Transit,2012,
Kepler-29 b,7.42,3.35,0.09,1,,0,Primary Transit,2012,
Kepler-29 c,6.05,3.14,0.11,1,,0,Primary Transit,2012,
Kepler-30 b,11.98,3.92,0.18,0.99,,0,Primary Transit,2012,
Kepler-30 c,,12.32,0.3,0.99,,0,Primary Transit,2012,
Kepler-30 d,159.45,8.85,0.5,0.99,,0,Primary Transit,2012,
Kepler-31 b,15.34,4.26,0.16,1.21,,0,Primary Transit,2012,
Kepler-31 c,15.34,4.26,0.26,1.21,,0,Primary Transit,2012,
Kepler-31 d,18.84,4.56,0.39,1.21,,0,Primary Transit,2014,
Kepler-32 b,14.16,4.14,0.05,0.58,,0,Primary Transit,2012,
Kepler-32 c,10.03,3.7,0.09,0.58,,0,Primary Transit,2012,
Kepler-33 b,6.72,1.79,0.07,1.29,,0,Primary Transit,2012,
Kepler-33 c,6.75,3.25,0.12,1.29,,0,Primary Transit,2012,
Kepler-33 d,30.87,5.38,0.17,1.29,,0,Primary Transit,2012,
Kepler-33 e,13.05,4.03,0.21,1.29,,0,Primary Transit,2012,
Kepler-33 f,17.89,4.48,0.25,1.29,,0,Primary Transit,2012,
Kepler-34(AB)  b,69.92,8.55,1.07,2.07,1499,0,Primary Transit,2012,
Kepler-35(AB) b,40.31,8.15,0.6,1.7,1645,0,Primary Transit,2012,
Kepler-36 b,4.46,1.48,0.12,1.11,,0,Primary Transit,2012,
Kepler-36 c,8.08,3.68,0.13,1.11,,0,Primary Transit,2012,
Kepler-37 b,0.02,0.32,0.1,0.8,66,0,Primary Transit,2013,
Kepler-37 c,0.34,0.75,0.14,0.8,66,0,Primary Transit,2013,
Kepler-37 d,9.1,1.94,0.21,0.8,66,0,Primary Transit,2013,
Kepler-38(AB) b,120.82,4.37,0.46,0.95,,0,Primary Transit,2012,
Kepler-39 b,5722.92,13.66,0.15,1.1,1200,0,Primary Transit,2011,
Kepler-40 b,699.47,13.1,0.08,1.48,2700,0,Primary Transit,2010,
Kepler-41  b,155.79,9.42,0.03,0.94,730,0,Primary Transit,2011,
Kepler-42 b,0.39,0.78,0.01,0.13,38.7,0,Primary Transit,2012,
Kepler-42 c,0.31,0.73,0.01,0.13,38.7,0,Primary Transit,2012,
Kepler-42 d,0.14,0.57,0.02,0.13,38.7,0,Primary Transit,2012,
Kepler-43 b,1026.95,13.44,0.04,1.32,1950,0,Primary Transit,2011,
Kepler-44 b,324.3,13.89,0.05,0.84,2250,0,Primary Transit,2011,
Kepler-45 b,160.56,10.75,0.03,0.56,333,0,Primary Transit,2011,
Kepler-46 b,178.24,9.09,0.2,0.9,857,0,Primary Transit,2012,
Kepler-46 c,115.09,8.11,0.28,0.9,857,0,TTV,2012,
Kepler-47(AB) b,5.4,3.02,0.3,1.04,,0,Primary Transit,2012,
Kepler-47(AB) c,19.26,4.59,0.99,1.04,,0,Primary Transit,2012,
Kepler-48 b,8.1,1.88,0.05,0.88,,0,Primary Transit,2012,
Kepler-48 c,14.62,2.71,0.09,0.88,,0,Primary Transit,2012,
Kepler-48 d,7.95,2.04,0.23,0.88,,0,Primary Transit,2014,
Kepler-48 e,657.18,11.29,1.85,0.88,,0,Radial Velocity,2014,
Kepler-49 b,3.72,2.69,0.06,0.55,,0,Primary Transit,2012,
Kepler-49 c,3.24,2.58,0.08,0.55,,0,Primary Transit,2012,
Kepler-49 d,4.42,1.6,0.03,0.55,,0,Primary Transit,2014,
Kepler-49 e,3.99,1.56,0.12,0.55,,0,Primary Transit,2014,
Kepler-50 b,31.79,2.24,0.08,1.24,,0,Primary Transit,2012,
Kepler-50 c,34.97,2.8,0.09,1.24,,0,Primary Transit,2012,
Kepler-51 b,2.1,7.09,0.25,1,,0,Primary Transit,2012,
Kepler-51 c,4,8.99,0.38,1,,0,Primary Transit,2012,
Kepler-52 b,13.26,2.13,0.06,0.54,,0,Primary Transit,2012,
Kepler-52 c,6.72,1.79,0.1,0.54,,0,Primary Transit,2012,
Kepler-52 d,9.29,1.95,0.18,0.54,,0,Primary Transit,2014,
Kepler-53 b,4.8,2.91,0.14,0.98,,0,Primary Transit,2012,
Kepler-53 c,5007.56,3.14,0.22,0.98,,0,Primary Transit,2012,
Kepler-53 d,12.97,2.12,0.09,0.98,,0,Primary Transit,2014,
Kepler-54 b,13.26,2.13,0.06,0.51,,0,Primary Transit,2012,
Kepler-54 c,1.75,1.23,0.08,0.51,,0,Primary Transit,2012,
Kepler-54 d,3.69,1.52,0.13,0.51,,0,Primary Transit,2014,
Kepler-55 b,25.16,2.46,0.15,0.62,,0,Primary Transit,2012,
Kepler-55 c,16.46,2.24,0.2,0.62,,0,Primary Transit,2012,
Kepler-55 d,4.31,1.59,0.03,0.62,,0,Primary Transit,2014,
Kepler-55 e,3.88,1.55,0.05,0.62,,0,Primary Transit,2014,
Kepler-55 f,4.31,1.59,0.08,0.62,,0,Primary Transit,2014,
Kepler-56 b,22.26,6.5,0.1,1.32,,0,Primary Transit,2012,
Kepler-56 c,180.91,9.86,0.17,1.32,,0,Primary Transit,2012,
Kepler-56 d,1783.64,11.68,1.96,1.32,,0,Radial Velocity,2013,
Kepler-57 b,16.46,2.24,0.06,0.83,,0,Primary Transit,2012,
Kepler-57 c,2209.68,1.57,0.09,0.83,,0,Primary Transit,2012,
Kepler-58 b,441.94,2.8,0.09,0.95,,0,Primary Transit,2012,
Kepler-58 c,696.29,2.91,0.12,0.95,,0,Primary Transit,2012,
Kepler-58 d,4.92,2.93,0.24,0.95,,0,Primary Transit,2014,
Kepler-59 b,651.78,1.1,0.1,1.04,,0,Primary Transit,2012,
Kepler-59 c,435.58,2.02,0.14,1.04,,0,Primary Transit,2012,
Kepler-60 b,4.19,1.71,0.07,1.1,,0,Primary Transit,2012,
Kepler-60 c,3.85,1.9,0.09,1.1,,0,Primary Transit,2012,
Kepler-60 d,4.17,1.99,0.11,1.1,,0,Primary Transit,2012,
Kepler-61 b,13.85,2.15,0.26,0.64,326,1,Primary Transit,2012,
Kepler-62 b,2.17,1.31,0.06,0.69,368,0,Primary Transit,2013,
Kepler-62 c,0.12,0.54,0.09,0.69,368,0,Primary Transit,2013,
Kepler-62 d,9.29,1.95,0.12,0.69,368,0,Primary Transit,2013,
Kepler-62 e,4.54,1.61,0.43,0.69,368,1,Primary Transit,2013,
Kepler-62 f,2.81,1.41,0.72,0.69,368,1,Primary Transit,2013,
Kepler-63 b,45.39,6.1,0.08,0.98,200,0,Primary Transit,2013,
Kepler-64(AB) b,168.51,6.19,0.63,1.93,,0,Primary Transit,2013,
Kepler-65 b,2.78,1.41,0.03,1.2,312.43,0,Primary Transit,2013,
Kepler-65 c,26.71,2.57,0.07,1.2,312.43,0,Primary Transit,2013,
Kepler-65 d,3.53,1.51,0.08,1.2,312.43,0,Primary Transit,2013,
Kepler-66 b,4.24,2.8,0.14,1.04,1107,0,Primary Transit,2013,
Kepler-67 b,4.8,2.91,0.12,0.86,1107,0,Primary Transit,2013,
Kepler-68 b,5.98,2.31,0.06,1.08,135,0,Primary Transit,2013,
Kepler-68 c,0.67,0.93,0.08,1.08,135,0,Primary Transit,2013,
Kepler-68 d,267.07,9.94,1.38,1.08,135,0,Radial Velocity,2013,
Kepler-69 b,16.11,2.23,0.09,0.81,,0,Primary Transit,2013,
Kepler-69 c,5.68,1.71,0.63,0.81,,0,Primary Transit,2013,
Kepler-70  b,0.45,0.76,0.01,0.5,1180,0,Imaging,2011,
Kepler-70 c,0.67,0.87,0.01,0.5,1180,0,Imaging,2011,
Kepler-71 b,,11.71,0.05,0.92,,0,Primary Transit,2013,
Kepler-74 b,216.2,14.78,0.08,1.02,1330,0,Primary Transit,2012,
Kepler-75 b,3147.61,11.54,0.07,0.88,1140,0,Primary Transit,2013,
Kepler-76 b,623.16,14,0.03,1.2,,0,Primary Transit,2013,
Kepler-77 b,136.71,10.75,0.05,0.95,570,0,Primary Transit,2013,
Kepler-78 b,1.6,1.2,0.01,0.81,,0,Primary Transit,2013,
Kepler-79 b,10.9,3.47,0.12,1.18,,0,Primary Transit,2013,
Kepler-79 c,5.9,3.72,0.19,1.18,,0,Primary Transit,2013,
Kepler-79 d,6,7.17,0.29,1.18,,0,Primary Transit,2013,
Kepler-79 e,4.1,3.49,0.39,1.18,,0,Primary Transit,2013,
Kepler-80 b,6.93,2.35,0.06,0.72,,0,Primary Transit,2012,
Kepler-80 c,6.74,2.58,0.08,0.72,,0,Primary Transit,2012,
Kepler-80 d,6.74,1.4,0.04,0.72,,0,Primary Transit,2012,
Kepler-80 e,4.13,1.5,0.05,0.72,,0,Primary Transit,2012,
Kepler-80 f,1.75,1.23,0.02,0.72,,0,Transit,2016,
kepler-80 g,1.31,1.13,0.14,1.71,,0,Primary Transit,2017,
Kepler-81 b,3.1,2.54,0.06,0.65,,0,Primary Transit,2013,
Kepler-81 c,24.53,2.45,0.09,0.65,,0,Primary Transit,2013,
Kepler-81 d,1.65,1.21,0.13,0.65,,0,Primary Transit,2014,
Kepler-82 b,13.82,4.11,0.17,0.92,,0,Primary Transit,2011,
Kepler-82 c,35.55,5.63,0.26,0.92,,0,Primary Transit,2011,
Kepler-82 d,6.4,1.77,0.03,0.92,,0,Primary Transit,2011,
Kepler-82 e,25.16,2.46,0.06,0.92,,0,Primary Transit,2011,
Kepler-83 b,19.94,2.34,0.08,0.66,,0,Primary Transit,2013,
Kepler-83 c,9.15,1.94,0.13,0.66,,0,Primary Transit,2013,
Kepler-83 d,9.09,1.94,0.05,0.66,,0,Primary Transit,2014,
Kepler-84 b,15.26,2.2,0.08,1.02,,0,Primary Transit,2013,
Kepler-84 c,22.35,2.4,0.11,1.02,,0,Primary Transit,2013,
Kepler-84 d,2.58,1.38,0.05,1.02,,0,Primary Transit,2014,
Kepler-84 e,3.33,2.6,0.18,1.02,,0,Primary Transit,2014,
Kepler-84 f,15.1,2.2,0.25,1.02,,0,Primary Transit,2014,
Kepler-85 b,14.78,1.99,0.08,0.95,,0,Primary Transit,2013,
Kepler-85 c,18.76,2.21,0.1,0.95,,0,Primary Transit,2013,
Kepler-85 d,1.59,1.2,0.13,0.95,,0,Primary Transit,2014,
Kepler-85 e,1.92,1.27,0.16,0.95,,0,Primary Transit,2014,
Kepler-86 b,295.83,10.14,0.76,0.94,,0,Primary Transit,2013,
Kepler-87 b,324.3,13.55,0.47,1.1,,0,Primary Transit,2013,
Kepler-87 c,6.39,6.15,0.66,1.1,,0,Primary Transit,2012,
Kepler-88 b,8.7,3.78,0.1,1.02,385,0,Primary Transit,2013,
Kepler-88 c,199.31,9.34,0.15,1.02,385,0,Radial Velocity,2013,
Kepler-89 b,10.49,1.71,0.05,1.25,,0,Primary Transit,2012,
Kepler-89 c,15.58,4.32,0.1,1.25,,0,Primary Transit,2012,
Kepler-89 d,52.14,10.98,0.17,1.25,,0,Primary Transit,2012,
Kepler-89 e,13.04,6.16,0.3,1.25,,0,Primary Transit,2012,
Kepler-90 b,2.17,1.31,0.07,1.13,,0,Primary Transit,2013,
Kepler-90 c,1.54,1.19,0.09,1.13,,0,Primary Transit,2013,
Kepler-90 d,4.62,2.88,0.32,1.13,,0,Primary Transit,2013,
Kepler-90 e,3.62,2.67,0.42,1.13,,0,Primary Transit,2013,
Kepler-90 f,4.68,2.89,0.48,1.13,,0,Primary Transit,2013,
Kepler-90 g,115.43,8.12,0.71,1.13,,0,Primary Transit,2013,
Kepler-90 h,671.8,11.31,1.01,1.13,,0,Primary Transit,2013,
Kepler-90 i,2.23,1.32,0.2,1.13,,0,Primary Transit,2017,
Kepler-91 b,232.1,15.5,0.07,1.31,1030,0,Primary Transit,2013,
Kepler-92 b,60.09,3.65,0.12,1.21,448.57,0,Primary Transit,2013,
Kepler-92 c,5.69,2.45,0.19,1.21,448.57,0,Primary Transit,2013,
Kepler-92 d,11.73,2.07,0.28,1.21,448.57,0,Primary Transit,2015,
Kepler-93 b,4.01,1.48,0.05,0.91,,0,Primary Transit,2014,
Kepler-94 b,10.84,3.51,0.03,0.81,,0,Primary Transit,2014,
Kepler-94 c,3127.26,11.58,1.6,0.81,,0,Radial Velocity,2014,
Kepler-95 b,13.04,3.42,0.1,1.08,,0,Primary Transit,2014,
Kepler-96 b,8.58,2.67,0.13,1,,0,Primary Transit,2014,
Kepler-100 b,7.34,1.3,0.07,1.11,310.34,0,Primary Transit,2014,
Kepler-100 c,0.86,2.22,0.11,1.11,310.34,0,Primary Transit,2014,
Kepler-100 d,2.99,1.51,0.2,1.11,310.34,0,Primary Transit,2014,
Kepler-101 b,40.25,5.87,0.05,1.12,,0,Primary Transit,2014,
Kepler-101 c,2.3,1.33,0.07,1.12,,0,Primary Transit,2014,
Kepler-102 b,0.41,0.47,0.06,0.81,,0,Primary Transit,2014,
Kepler-102 c,2.86,0.58,0.07,0.81,,0,Primary Transit,2013,
Kepler-102 d,2.61,1.16,0.09,0.81,,0,Primary Transit,2014,
Kepler-102 e,8.93,2.22,0.12,0.81,,0,Primary Transit,2013,
Kepler-102 f,0.64,0.88,0.17,0.81,,0,Primary Transit,2013,
Kepler-103 b,9.86,3.47,0.13,1.1,473.56,0,Primary Transit,2014,
Kepler-103 c,36.25,5.31,0.64,1.1,473.56,0,Primary Transit,2014,
Kepler-104 b,5.85,3.1,0.09,0.81,,0,Primary Transit,2014,
Kepler-104 c,5.99,3.12,0.15,0.81,,0,Primary Transit,2014,
Kepler-104 d,9.05,3.57,0.26,0.81,,0,Primary Transit,2014,
Kepler-105 c,4.45,1.31,0.07,1.28,,0,Primary Transit,2014,
Kepler-106 b,0.15,0.82,0.07,1,,0,Primary Transit,2014,
Kepler-106 c,10.44,2.5,0.11,1,,0,Primary Transit,2014,
Kepler-106 d,7.95,0.95,0.16,1,,0,Primary Transit,2014,
Kepler-106 e,11.17,2.55,0.24,1,,0,Primary Transit,2014,
Kepler-107 b,4.2,1.58,0.04,1.12,,0,Primary Transit,2014,
Kepler-107 c,5.08,1.66,0.06,1.14,,0,Primary Transit,2014,
Kepler-107 d,1.06,1.06,0.08,1.16,,0,Primary Transit,2014,
Kepler-107 e,4.86,2.92,0.12,1.14,,0,Primary Transit,2014,
Kepler-108 b,220.66,9.55,0.28,0.87,,0,Primary Transit,2014,
Kepler-108 c,120.69,8.22,0.72,0.87,,0,Primary Transit,2014,
Kepler-109 b,1.3,2.34,0.07,1.07,464.73,0,Primary Transit,2014,
Kepler-109 c,2.22,2.63,0.15,1.07,464.73,0,Primary Transit,2014,
Kepler-110 b,7.21,1.83,0.11,1.02,,0,Primary Transit,2014,
Kepler-110 c,15.43,2.21,0.2,1.03,,0,Primary Transit,2014,
Kepler-111 b,4.2,1.58,0.05,1.16,,0,Primary Transit,2014,
Kepler-111 c,79.78,7.29,0.76,1.16,,0,Primary Transit,2014,
Kepler-112 b,20.8,2.36,0.08,0.83,,0,Primary Transit,2014,
Kepler-112 c,22.16,2.4,0.17,0.83,,0,Primary Transit,2014,
Kepler-113 b,11.7,1.81,0.05,0.75,,0,Primary Transit,2014,
Kepler-113 c,8.58,2.17,0.08,0.75,,0,Primary Transit,2014,
Kepler-114 b,7,1.18,0.05,0.71,,0,Primary Transit,2013,
Kepler-114 c,40.01,1.6,0.07,0.71,,0,Primary Transit,2013,
Kepler-114 d,4.8,2.53,0.09,0.71,,0,Primary Transit,2013,
Kepler-115 b,1.14,1.09,0.04,1,,0,Primary Transit,2014,
Kepler-115 c,3.33,2.6,0.09,1,,0,Primary Transit,2014,
Kepler-116 b,7.89,3.42,0.07,1.16,,0,Primary Transit,2014,
Kepler-116 c,18.31,2.3,0.12,1.16,,0,Primary Transit,2014,
Kepler-117 b,100.48,7.81,0.15,1.22,,0,Primary Transit,2014,
Kepler-117 c,656.11,11.29,0.29,1.22,,0,Primary Transit,2014,
Kepler-118 b,9.51,1.96,0.07,0.86,,0,Primary Transit,2014,
Kepler-118 c,94.65,7.67,0.14,0.86,,0,Primary Transit,2014,
Kepler-119 b,9.22,3.6,0.04,0.98,,0,Primary Transit,2014,
Kepler-119 c,0.66,0.92,0.05,0.92,,0,Primary Transit,2014,
Kepler-120 b,13.85,2.15,0.06,0.56,,0,Primary Transit,2014,
Kepler-120 c,3.69,1.52,0.09,0.56,,0,Primary Transit,2014,
Kepler-121 b,19.94,2.34,0.04,0.78,,0,Primary Transit,2014,
Kepler-121 c,17.55,2.27,0.22,0.8,,0,Primary Transit,2014,
Kepler-122 b,19.94,2.34,0.06,0.99,,0,Primary Transit,2014,
Kepler-122 c,40.25,5.87,0.11,0.99,,0,Primary Transit,2014,
Kepler-122 d,15.1,2.2,0.15,0.99,,0,Primary Transit,2014,
Kepler-122 e,3.33,2.6,0.23,0.99,,0,Primary Transit,2014,
Kepler-123 b,4.92,2.93,0.14,1.03,,0,Primary Transit,2014,
Kepler-123 c,3.31,1.48,0.18,1.03,,0,Primary Transit,2014,
Kepler-124 b,0.31,0.73,0.04,0.68,,0,Primary Transit,2014,
Kepler-124 c,6.1,1.75,0.1,0.7,,0,Primary Transit,2014,
Kepler-124 d,1.23,1.11,0.17,0.68,,0,Primary Transit,2014,
Kepler-125 b,20.8,2.36,0.04,0.55,,0,Primary Transit,2014,
Kepler-125 c,0.32,0.74,0.05,0.55,,0,Primary Transit,2014,
Kepler-126 b,3,1.44,0.1,1.18,,0,Primary Transit,2014,
Kepler-126 c,3.46,1.5,0.16,1.19,,0,Primary Transit,2014,
Kepler-126 d,2.98,2.51,0.45,1.19,,0,Primary Transit,2014,
Kepler-127 b,3.69,1.52,0.11,1.25,,0,Primary Transit,2014,
Kepler-127 c,21.75,2.39,0.2,1.24,,0,Primary Transit,2014,
Kepler-127 d,3.62,2.67,0.28,1.24,,0,Primary Transit,2014,
Kepler-128 b,29.92,1.13,0.13,1.17,,0,Primary Transit,2013,
Kepler-128 c,33.07,1.13,0.17,1.17,,0,Primary Transit,2013,
Kepler-129 b,22.59,2.41,0.13,1.18,,0,Primary Transit,2014,
Kepler-129 c,3.02,2.52,0.39,1.18,,0,Primary Transit,2014,
Kepler-130 b,0.8,0.98,0.08,1,,0,Primary Transit,2014,
Kepler-130 c,4.28,2.81,0.18,1,,0,Primary Transit,2014,
Kepler-130 d,2.17,1.31,0.23,1,,0,Primary Transit,2014,
Kepler-131 b,16.14,2.41,0.13,1.02,,0,Primary Transit,2014,
Kepler-131 c,8.27,0.84,0.17,1.02,,0,Primary Transit,2014,
Kepler-132 b,1.65,1.21,0.07,1.05,,0,Primary Transit,2014,
Kepler-132 c,1.98,1.28,0.07,1.02,,0,Primary Transit,2014,
Kepler-132 d,3.88,1.55,0.14,1.04,,0,Primary Transit,2014,
Kepler-132 e,1.49,1.18,,,,0,Transit,2016,
Kepler-133 b,6.25,1.76,0.08,1.15,,0,Primary Transit,2014,
Kepler-133 c,4.4,2.83,0.2,1.14,,0,Primary Transit,2014,
Kepler-134 b,10.17,1.99,0.06,1.02,,0,Primary Transit,2014,
Kepler-134 c,1.86,1.25,0.09,1.02,,0,Primary Transit,2014,
Kepler-135 b,6.88,1.8,0.07,1.11,,0,Primary Transit,2014,
Kepler-135 c,1.4,1.15,0.1,1.11,,0,Primary Transit,2014,
Kepler-136 b,11.37,2.05,0.11,1.2,,0,Primary Transit,2014,
Kepler-136 c,10.17,1.99,0.13,1.2,,0,Primary Transit,2014,
Kepler-137 b,3.22,1.47,0.08,0.86,,0,Primary Transit,2014,
Kepler-137 c,8.1,1.88,0.13,0.84,,0,Primary Transit,2014,
Kepler-138 b,0.07,0.58,0.07,0.57,,0,Primary Transit,2014,
Kepler-138 c,1.01,1.61,0.09,0.57,,0,Primary Transit,2014,
Kepler-138 d,1.01,1.61,0.13,0.57,,0,Radial Velocity,2014,
Kepler-139 b,4.92,2.93,0.13,1.08,,0,Primary Transit,2014,
Kepler-139 c,7.65,3.38,0.59,1.08,,0,Primary Transit,2014,
Kepler-140 b,4.54,1.61,0.04,1.15,,0,Primary Transit,2014,
Kepler-140 c,6.88,1.8,0.41,1.14,,0,Primary Transit,2014,
Kepler-141 b,0.27,0.69,0.04,1,,0,Primary Transit,2014,
Kepler-141 c,2.81,1.41,0.07,1,,0,Primary Transit,2014,
Kepler-142 b,10.17,1.99,0.03,0.99,,0,Primary Transit,2014,
Kepler-142 c,4.51,2.86,0.06,0.99,,0,Primary Transit,2014,
Kepler-142 d,14.15,2.16,0.24,0.99,,0,Primary Transit,2014,
Kepler-143 b,22.64,2.41,0.13,1.07,,0,Primary Transit,2014,
Kepler-143 c,7.57,3.37,0.18,1.08,,0,Primary Transit,2014,
Kepler-144 b,2.3,1.33,0.07,1.03,,0,Primary Transit,2014,
Kepler-144 c,2.37,1.34,0.09,1.03,,0,Primary Transit,2014,
Kepler-145 b,37.1,2.55,0.16,1.42,584.1,0,Primary Transit,2013,
Kepler-145 c,79.42,3.92,0.27,1.42,584.1,0,Primary Transit,2013,
Kepler-146 b,10.12,3.71,0.2,1.1,,0,Primary Transit,2014,
Kepler-146 c,5.99,3.12,0.36,1.09,,0,Primary Transit,2014,
Kepler-147 b,3.69,1.52,0.11,1.01,,0,Primary Transit,2014,
Kepler-147 c,23.62,2.43,0.22,1.01,,0,Primary Transit,2014,
Kepler-148 b,6.88,1.8,0.03,0.98,,0,Primary Transit,2014,
Kepler-148 c,9.22,3.6,0.05,0.96,,0,Primary Transit,2014,
Kepler-148 d,147.17,8.67,,,,0,Transit,2016,
Kepler-149 b,14.86,4.21,0.18,0.98,,0,Primary Transit,2014,
Kepler-149 c,4.54,1.61,0.28,0.97,,0,Primary Transit,2014,
Kepler-149 d,12.3,3.95,0.57,0.97,,0,Primary Transit,2014,
Kepler-150 b,1.86,1.25,0.04,0.97,973,0,Primary Transit,2014,
Kepler-150 c,9.94,3.68,0.07,0.95,973,0,Primary Transit,2014,
Kepler-150 d,4.18,2.79,0.1,0.95,973,0,Primary Transit,2014,
Kepler-150 e,5.92,3.11,0.19,0.95,973,0,Primary Transit,2014,
Kepler-150 f,9,3.64,1.24,0.63,973,0,Primary Transit,2017,
Kepler-151 b,5.59,3.06,0.12,0.83,,0,Primary Transit,2014,
Kepler-151 c,12.15,2.08,0.16,0.83,,0,Primary Transit,2014,
Kepler-152 b,4.18,2.79,0.12,0.77,,0,Primary Transit,2014,
Kepler-152 c,21.7,2.39,0.36,0.77,,0,Primary Transit,2014,
Kepler-153 b,4.86,2.92,0.13,0.8,,0,Primary Transit,2014,
Kepler-153 c,3.06,2.53,0.24,0.81,,0,Primary Transit,2014,
Kepler-154 b,17.18,2.26,0.2,0.89,,0,Primary Transit,2014,
Kepler-154 c,4.98,2.95,0.3,0.89,,0,Primary Transit,2014,
Kepler-154 d,11.27,3.84,0.14,0.89,,0,Transit,2016,
Kepler-154 e,3.49,1.5,0.05,0.89,,0,Transit,2016,
Kepler-154 f,3.49,1.5,0.09,0.89,,0,Transit,2016,
Kepler-155 b,12.15,2.08,0.06,0.58,,0,Primary Transit,2014,
Kepler-155 c,16.46,2.24,0.24,0.58,,0,Primary Transit,2014,
Kepler-156 b,18.31,2.3,0.05,0.85,,0,Primary Transit,2014,
Kepler-156 c,3.1,2.54,0.12,0.85,,0,Primary Transit,2014,
Kepler-157 b,2.23,1.32,0.03,0.98,,0,Primary Transit,2014,
Kepler-157 c,16.46,2.24,0.11,0.97,,0,Primary Transit,2014,
Kepler-157 d,3.14,1.46,,,,0,Transit,2016,
Kepler-158 b,12.97,2.12,0.11,0.65,,0,Primary Transit,2014,
Kepler-158 c,8.48,1.9,0.16,0.65,,0,Primary Transit,2014,
Kepler-159 b,21.25,2.37,0.08,0.72,,0,Primary Transit,2014,
Kepler-159 c,7.81,3.4,0.22,0.73,,0,Primary Transit,2014,
Kepler-160 b,3.78,1.53,0.05,0.9,,0,Primary Transit,2014,
Kepler-160 c,9.31,3.61,0.11,0.92,,0,Primary Transit,2014,
Kepler-161 b,12.97,2.12,0.05,0.77,,0,Primary Transit,2014,
Kepler-161 c,11.37,2.05,0.07,0.77,,0,Primary Transit,2014,
Kepler-162 b,1.86,1.25,0.07,0.92,,0,Primary Transit,2014,
Kepler-162 c,5.4,3.02,0.14,0.91,,0,Primary Transit,2014,
Kepler-163 b,1.03,1.05,0.08,0.96,,0,Primary Transit,2014,
Kepler-163 c,17.18,2.26,0.15,0.96,,0,Primary Transit,2014,
Kepler-164 b,2.81,1.41,0.06,1.11,,0,Primary Transit,2014,
Kepler-164 c,3.92,2.73,0.1,1.11,,0,Primary Transit,2014,
Kepler-164 d,24.64,2.45,0.19,1.11,,0,Primary Transit,2014,
Kepler-165 b,19.11,2.32,0.07,0.74,,0,Primary Transit,2014,
Kepler-165 c,16.11,2.23,0.11,0.76,,0,Primary Transit,2014,
Kepler-166 b,17.55,2.27,0.07,0.85,,0,Primary Transit,2014,
Kepler-166 c,21.25,2.37,0.2,0.84,,0,Primary Transit,2014,
Kepler-166 d,5.82,1.72,,,,0,Transit,2016,
Kepler-167 b,3.05,1.44,0.05,0.76,,0,Primary Transit,2014,
Kepler-167 c,2.51,1.37,0.07,0.76,,0,Primary Transit,2014,
Kepler-167 d,1.91,1.19,0.14,0.76,,0,Primary Transit,2016,
Kepler-167 e,1271.76,10.19,1.89,0.76,,0,Primary Transit,2016,
Kepler-168 b,3.14,1.46,0.06,1.2,,0,Primary Transit,2014,
Kepler-168 c,3.72,2.69,0.12,1.2,,0,Primary Transit,2014,
Kepler-169 b,1.31,1.13,0.04,0.86,,0,Primary Transit,2014,
Kepler-169 c,1.65,1.21,0.06,0.86,,0,Primary Transit,2014,
Kepler-169 d,1.86,1.25,0.07,0.86,,0,Primary Transit,2014,
Kepler-169 e,15.1,2.2,0.1,0.86,,0,Primary Transit,2014,
Kepler-169 f,3.24,2.58,0.36,0.86,,0,Primary Transit,2014,
Kepler-170 b,6.39,3.19,0.08,1.09,,0,Primary Transit,2014,
Kepler-170 c,4.51,2.86,0.13,1.08,,0,Primary Transit,2014,
Kepler-171 b,19.94,2.34,0.05,0.96,,0,Primary Transit,2014,
Kepler-171 c,3.15,2.55,0.1,0.96,,0,Primary Transit,2014,
Kepler-171 d,8.29,1.89,0.22,0.94,,0,Primary Transit,2014,
Kepler-172 b,20.36,2.35,0.04,0.86,,0,Primary Transit,2014,
Kepler-172 c,4.51,2.86,0.07,0.86,,0,Primary Transit,2014,
Kepler-172 d,16.81,2.25,0.12,0.86,,0,Primary Transit,2014,
Kepler-172 e,4.02,2.76,0.21,0.86,,0,Primary Transit,2014,
Kepler-173 b,2.04,1.29,0.05,0.78,,0,Primary Transit,2014,
Kepler-173 c,23.62,2.43,0.07,0.78,,0,Primary Transit,2014,
Kepler-174 b,9.51,1.96,0.1,0.68,360,0,Primary Transit,2014,
Kepler-174 c,3.4,1.49,0.21,0.68,360,0,Primary Transit,2014,
Kepler-174 d,14.78,2.18,0.68,0.68,360,1,Primary Transit,2014,
Kepler-175 b,3.15,2.55,0.1,1.04,,0,Primary Transit,2014,
Kepler-175 c,5.85,3.1,0.21,1.04,,0,Primary Transit,2014,
Kepler-176 b,2.97,1.43,0.06,0.88,,0,Primary Transit,2014,
Kepler-176 c,3.33,2.6,0.1,0.87,,0,Primary Transit,2014,
Kepler-176 d,2.97,2.51,0.16,0.87,,0,Primary Transit,2014,
Kepler-176 e,3.05,1.44,,,,0,Transit,2016,
Kepler-177 b,1.7,2.9,0.21,0.93,,0,Primary Transit,2013,
Kepler-177 c,6.3,7.11,0.26,0.93,,0,Primary Transit,2013,
Kepler-178 b,4.74,2.9,0.09,0.89,,0,Primary Transit,2014,
